lng,lat,val
13.7564098664345,52.6711846071961,26062.6009892113
13.7564098664345,52.6654193120106,25166.5053208582
13.751688621288,52.6654193120106,24885.8916428319
13.7493279987147,52.6654193120106,24748.577220691
13.751688621288,52.6639779882143,24661.3457914057
13.7469673761415,52.6654193120106,24613.3024230118
13.7351642632752,52.6625366644179,23502.9424342742
13.7280823955555,52.6639779882143,23371.8131072784
13.7257217729822,52.6639779882143,23235.9698419696
13.7375248858485,52.6596540168252,23169.4963268747
13.7587704890077,52.6495647502506,22932.8878605874
13.7210005278357,52.6654193120106,22795.3561129409
13.7186399052625,52.6697432833997,22766.3282556593
13.7493279987147,52.6524473978434,22746.7029591041
13.7564098664345,52.6481234264543,22563.3515461211
13.713918660116,52.6740672547888,22520.4497701368
13.7162792826892,52.6697432833997,22515.67941878
13.751688621288,52.6495647502506,22464.2404640039
13.7493279987147,52.6495647502506,22312.0275012005
13.7587704890077,52.6452407788615,22306.7239066068
13.751688621288,52.6466821026579,22036.7188803812
13.7115580375427,52.6697432833997,22015.2307497473
13.7446067535682,52.6495647502506,22013.8557453967
13.7540492438612,52.6452407788615,21983.3647102219
13.751688621288,52.6452407788615,21824.6348295658
13.7564098664345,52.6423581312688,21729.6099761169
13.7398855084217,52.6495647502506,21724.3080179286
13.7351642632752,52.651006074047,21669.2539836458
13.7493279987147,52.6452407788615,21667.9292280927
13.7375248858485,52.6495647502506,21582.8770345828
13.7540492438612,52.6423581312688,21565.8109294986
13.7068367923962,52.6697432833997,21515.9798929476
13.7469673761415,52.6452407788615,21513.2921411802
13.7587704890077,52.6394754836761,21488.9322242077
13.7351642632752,52.6495647502506,21443.7336639499
13.704476169823,52.6726259309925,21441.9132881792
13.742246130995,52.6466821026579,21428.567990947
13.7446067535682,52.6452407788615,21360.7684926934
13.7375248858485,52.6481234264543,21359.7267597965
13.732803640702,52.6495647502506,21306.922723365
13.7186399052625,52.6538887216397,21245.751246968
13.742246130995,52.6452407788615,21210.4038757773
13.7304430181287,52.6495647502506,21172.4894274846
13.7068367923962,52.6625366644179,21135.1713552652
13.7021155472497,52.6697432833997,21018.0122051711
13.7351642632752,52.6466821026579,20995.4421920277
13.742246130995,52.6437994550652,20993.3108002541
13.7304430181287,52.6481234264543,20944.967288592
13.7021155472497,52.6683019596034,20933.9018502323
13.7375248858485,52.6452407788615,20916.3373206025
13.7257217729822,52.6495647502506,20910.9383858616
13.7115580375427,52.6538887216397,20906.955722286
13.732803640702,52.6466821026579,20855.6907180703
13.7280823955555,52.6481234264543,20811.5140599165
13.723361150409,52.6495647502506,20783.9127014191
13.7351642632752,52.6452407788615,20772.7297019368
13.6997549246765,52.6697432833997,20769.5384012495
13.7257217729822,52.6481234264543,20680.5389277103
13.732803640702,52.6452407788615,20631.4696945893
13.6997549246765,52.666860635807,20602.3460177747
13.723361150409,52.6481234264543,20552.0892695475
13.7186399052625,52.6495647502506,20537.5929351855
13.6973943021032,52.6697432833997,20521.4210978116
13.7304430181287,52.6452407788615,20492.6058464085
13.7257217729822,52.6466821026579,20450.9712132616
13.7162792826892,52.6495647502506,20418.3921247402
13.7280823955555,52.6452407788615,20356.1871951052
13.713918660116,52.6495647502506,20301.8922084081
13.6950336795299,52.6697432833997,20273.6733838441
13.7257217729822,52.6452407788615,20222.2632263702
13.7564098664345,52.6308275408979,20123.6233219836
