category,max,nulls
undefined,1.72461990652898,82665,2922,2501,2068,1382,918,320,78,17,14,13
undefined,2.39497437976022,86918,2139,1725,1206,613,237,24,14,13,7,2
undefined,3.30551037160125,56499,14212,11222,6340,2267,1421,565,290,66,11,5
undefined,2.53849197633921,73570,7011,5621,4262,1812,271,191,99,43,6,12
undefined,4.19345793296,39679,15880,14996,8821,5689,3353,1881,1505,463,363,268
undefined,3.78833013605033,57390,14936,12414,4859,1782,744,480,129,58,67,39
undefined,5.49598237328494,54398,21205,11306,3236,1801,443,288,157,21,30,13
undefined,1.47486587863599,82653,2087,1999,1812,1390,1109,758,513,194,236,147
undefined,5.39925704859807,46746,19738,12734,6235,3742,1898,956,352,255,150,92
undefined,3.34466748851492,84908,3618,2101,1056,407,370,192,95,50,53,48
undefined,5.59851584140319,70834,11869,6162,2121,1052,341,167,99,112,102,39
undefined,13.0992613764749,34110,24285,11889,7551,6452,4473,1924,1256,436,259,263
undefined,8.61965443949368,29173,30410,20494,9344,2161,582,221,127,100,134,152
undefined,2.51309372734083,75795,5792,4934,3788,2060,360,110,10,15,15,19
undefined,2.16994472129619,62269,7125,7132,6158,4944,2661,1236,775,360,168,70
undefined,1.91831498838575,82459,3404,2831,2108,1264,664,89,57,17,2,3
undefined,2.84964813307926,67258,9571,7455,4525,1974,985,455,293,206,156,20
undefined,2.98591212752493,60004,9025,8123,6461,3630,2048,1431,1044,476,375,281
undefined,3.13301528052785,79441,5077,4017,2642,603,384,329,143,82,73,107
undefined,2.80319917221954,68466,8601,7335,5176,2254,786,162,47,34,27,10
undefined,2.08398983304375,80547,4008,3119,2416,1619,867,153,71,64,23,11
undefined,6.19144547984452,39793,19660,15468,7677,4787,2872,1833,492,117,63,136
undefined,2.81920048558903,76999,6058,5164,3404,850,173,155,89,1,4,1
undefined,8.30498644558167,47464,25831,10855,4361,2327,860,453,249,276,139,83
undefined,1.69745073741272,86155,1688,1509,1239,1029,795,344,39,56,37,7
undefined,2.06727543168858,81518,3099,2860,2116,1539,836,330,208,147,150,95
undefined,0.988273727270249,90113,450,404,379,369,355,265,209,170,131,53
undefined,2.10918522660869,60829,7597,6819,6874,4929,2568,1672,1014,437,119,40
undefined,7.88533617581325,37691,19526,15329,8579,5308,3026,2125,768,253,166,127
undefined,4.17885304950425,61341,11789,9833,5477,2396,1139,399,177,108,128,111
undefined,4.00326185037903,42374,16714,13384,8458,5480,3432,1557,626,703,99,71
undefined,7.32280276260547,78730,8461,2885,1665,532,274,147,73,42,40,49
undefined,2.69651110746364,75831,7021,5154,3001,1317,317,163,69,13,7,5
undefined,2.89037094648677,68604,6027,5818,4638,2573,1896,1450,974,434,380,104
undefined,2.71632209833276,77144,6249,4377,2793,1177,530,287,175,89,42,35
undefined,2.74411281660214,46191,11399,11365,9564,6448,3861,2237,1134,302,145,252
undefined,6.02346574039125,50126,19560,14382,5478,2127,355,229,204,232,116,89
undefined,3.28441264361466,55897,12492,10309,6547,3196,2179,1143,504,295,186,150
undefined,3.47772498685467,54551,11405,10198,7228,4135,2720,1104,573,462,393,129
undefined,7.25800072291639,36857,24463,17035,7245,2901,2633,643,543,255,176,147
undefined,2.67643891948131,64527,8499,7197,5997,3149,1291,953,630,365,210,80
undefined,5.00737933224854,49683,18214,12592,6612,3119,1497,604,257,161,108,51
undefined,3.36915320928666,59001,12326,11459,6351,1931,1044,448,102,64,76,96
undefined,16.9924196122655,78993,13078,339,97,82,68,52,48,55,41,45
undefined,2.83286746377449,91811,449,342,138,58,21,23,28,13,13,2
undefined,5.12185257465716,46935,15767,14344,7312,4357,2236,1079,422,196,107,143
undefined,0.998133134182741,91609,201,219,239,188,149,101,68,69,38,17
undefined,3.42804955237054,80800,6407,3860,1435,194,154,25,8,6,5,4
undefined,2.40140949304929,77120,4332,4093,3190,2632,889,276,172,81,69,44
undefined,1.9056655817402,75529,4910,4215,3228,2480,1313,428,275,253,171,96
undefined,4.25161678387772,78011,7820,5052,1103,369,260,117,67,56,34,9
undefined,3.62896472488629,56832,11471,10648,6469,3244,1991,1242,656,232,65,48
undefined,2.61583421542681,82565,4243,3167,1750,674,171,168,140,6,2,12
undefined,4.13305318820482,71426,11697,5994,2381,1028,173,88,41,34,10,26
undefined,3.40095849064898,81768,5448,3769,1490,277,90,40,9,2,3,2
undefined,1.83973138440538,68183,6235,5976,5080,3854,2048,714,341,240,135,92
undefined,1.93657713589922,79031,4349,3412,2942,1920,875,258,22,32,25,32
undefined,2.471271194971,65438,7882,6645,5747,4280,1350,777,441,182,94,62
undefined,5.75442930520847,44579,20471,12508,6806,3242,1730,1146,767,772,714,163
undefined,5.08864090028975,46075,14903,13600,7283,5405,3318,1009,478,486,161,180
undefined,4.31832217312903,54458,14537,13758,4417,2433,1214,935,459,308,191,188
undefined,4.07006167950142,64606,12930,8707,3485,1473,628,262,237,300,168,102
undefined,42.2806570868316,66114,25686,276,293,272,22,71,22,25,32,85
undefined,8.0244735152935,53946,23524,9303,3335,1323,592,415,167,160,76,57
undefined,4.0174553610657,60297,11723,8927,4717,2603,2484,1511,333,97,138,68
undefined,2.28455903628446,83433,3657,2750,1879,728,210,124,55,30,15,17
undefined,2.55515358433323,91684,516,375,191,72,15,15,8,10,8,4
undefined,7.30477743970176,69438,18435,3953,609,117,90,67,42,39,37,71
undefined,0.999999999999408,87007,952,867,915,866,724,575,429,266,191,106
undefined,3.56465336050368,52954,13709,13137,7826,3008,938,614,386,208,65,53
undefined,1.70712188291753,76555,3867,4006,3305,2374,1793,682,154,90,61,11
undefined,3.05896171275914,67462,8924,7159,4762,2253,1319,415,204,181,119,100
undefined,1.5632714098483,81440,2090,2322,2347,1799,1097,719,442,402,225,15
undefined,4.55543084877605,57645,12188,9700,5557,4037,1626,1033,414,341,274,83
undefined,1.88273000646577,82251,2861,2640,2213,1557,863,181,129,89,77,37
undefined,1.94386992042589,60773,8406,7061,6047,4231,3154,1540,943,454,233,56
undefined,2.84980604893989,85500,3140,2339,1403,400,91,12,6,2,1,4
undefined,17.9644873665846,33727,30830,14882,7657,3270,561,399,381,506,390,295
undefined,4.7701069952666,77034,9154,4248,1313,547,290,180,115,8,5,4
undefined,1.86912156279431,83963,2323,2150,1766,1452,1081,110,19,32,0,2
