category,max,nulls
undefined,7.61979390374791,33970,12256,12093,8335,6041,4569,3692,3132,2550,2139,1643,1041,516,182,145,130,159,85,107,52,61
undefined,2.81600222139026,48534,5996,5819,5546,5334,5232,4359,3307,2115,2011,1502,1043,624,503,454,228,121,57,84,23,6
undefined,117.352300082577,10234,37140,13294,7792,5505,3443,3357,2582,1736,1153,1374,907,865,845,567,474,419,352,444,271,144
undefined,2.81894136518744,52712,5118,5097,4812,4680,4113,3954,3301,2088,1666,1534,1132,818,724,527,143,114,136,123,57,49
undefined,7.38928794311914,22387,10652,12043,10397,8364,6744,4811,3638,2873,2361,1917,1558,1240,1043,927,687,469,295,199,133,160
undefined,6.10477721421078,50136,10840,9972,8238,4309,3032,1543,1260,1078,904,480,333,222,85,80,91,84,49,44,65,53
undefined,3.8110747481193,41365,9297,9679,8399,6576,4486,2714,2250,1657,1660,1029,695,642,568,506,478,309,267,164,107,50
undefined,5.54032889868631,50546,11585,9175,7151,4326,3124,2075,1456,1232,669,428,296,180,130,117,81,116,99,78,30,4
undefined,6.44714980869723,62511,10616,7442,5149,2234,1256,864,557,520,353,262,187,184,149,142,138,103,106,71,32,22
undefined,2.02794482940961,77993,2339,2003,1952,1891,1709,1445,1148,937,633,322,107,88,76,70,69,64,37,9,5,1
undefined,1.6176856954345,80472,1679,1611,1658,1412,1294,1192,873,762,655,588,313,232,70,28,30,14,6,6,1,2
undefined,22.1082192003775,26405,26243,12629,7193,4772,3196,2475,2050,1817,1562,973,792,626,485,251,342,238,281,239,194,135
undefined,2.70941914804009,61230,5316,4731,4910,4420,3673,2941,2064,1107,759,342,332,202,129,164,145,140,74,86,60,73
undefined,2.58277020484418,80517,2262,1985,1699,1504,1245,1168,1068,475,146,114,141,114,131,163,111,28,10,9,7,1
undefined,3.09276465988719,35926,7909,8066,7900,8189,7047,5539,3554,2574,1923,1286,940,699,376,306,195,137,142,95,55,40
undefined,9.12165227292525,31561,14265,14628,9890,6422,4495,2920,1985,1150,1104,1131,736,513,377,424,323,325,203,200,165,81
undefined,3.9828708749679,61685,5488,5486,5401,4413,3254,2152,1877,896,601,453,324,206,106,84,63,84,93,73,76,83
undefined,2.854216567653,88167,952,835,734,703,607,447,222,39,52,21,20,14,14,10,7,5,7,9,9,24
undefined,3.23090769144037,62269,5970,6331,5675,5256,3364,1839,461,323,321,232,253,170,86,85,75,45,38,31,40,34
undefined,6.44715115271501,74311,5198,4082,3649,1692,1281,1001,472,444,287,95,44,71,65,44,38,35,28,19,27,15
undefined,6.60555137673826,27352,9328,9943,10463,6926,5345,4879,3684,3569,2985,2397,1783,1425,1175,641,341,226,243,122,33,38
undefined,19.2539833453346,14852,21602,17241,12617,8677,5339,3145,2380,1847,1316,706,629,363,229,240,254,306,251,297,275,332
undefined,3.44162872494463,52904,6366,6151,5919,5197,4017,3085,1814,1414,1175,834,950,744,651,490,387,338,233,122,64,43
undefined,1.77865847136114,82016,1645,1500,1244,1117,1078,965,844,689,565,462,290,154,99,70,78,47,29,2,0,4
undefined,14.7952846092823,20047,17171,14407,9065,6984,5371,4647,3648,2379,2009,1851,1241,1034,683,756,456,391,333,229,94,102
undefined,19.9054404821367,43845,33413,10430,2899,1289,271,21,24,22,34,30,39,49,51,47,74,84,61,79,70,66
undefined,2.52196896803619,53252,6408,6240,6048,5306,4323,3554,2586,2002,1232,784,481,283,177,59,48,44,29,9,20,13
undefined,7.95819945425074,50760,15134,12421,6366,3860,2080,926,460,347,123,45,21,26,30,29,42,43,45,45,36,59
undefined,4.82025892720666,37541,10146,9775,9807,7747,4166,3215,2556,1975,1474,876,882,671,515,512,346,268,198,76,79,73
undefined,5.38452864372421,47725,8397,7640,6972,6002,4312,3084,2320,1814,1497,1079,867,520,249,139,80,52,61,26,40,22
undefined,11.6213733429773,25907,14855,12227,10279,6909,4025,3952,3658,2778,2072,1368,1027,665,602,412,509,589,313,277,241,233
undefined,8.80304107174556,29863,10006,11410,8845,7416,5905,4433,3655,2430,1744,1362,1195,1003,929,701,520,446,444,381,160,50
undefined,3.53453415041554,76255,3755,3269,2912,2516,1626,751,291,276,227,193,117,75,65,55,88,78,61,95,133,60
undefined,3.6146066468956,52127,6497,5709,5307,5421,5091,3295,2341,1922,1413,812,709,785,431,286,227,142,144,177,36,26
undefined,1.73653909542829,83468,1360,1472,1321,1030,832,851,689,572,448,308,207,98,31,27,35,38,32,26,24,29
undefined,1.30374793920785,80089,1201,1140,1060,1012,1009,960,985,798,784,698,636,596,546,460,329,97,91,80,95,232
undefined,29.9900250546612,14659,16908,10066,8487,6104,4570,4044,3259,3018,3098,3363,3433,3334,3011,1746,1348,1148,765,238,131,168
undefined,56.924836817125,40307,32579,7579,4205,2669,1829,1050,537,428,309,284,155,113,131,107,110,109,88,111,109,89
undefined,7.9479731942747,45936,13304,10246,6180,3689,2892,2123,1739,1259,1064,1050,740,681,527,241,187,176,246,297,186,135
undefined,3.38206531736246,70248,4114,3417,3272,3041,2734,1857,668,759,556,478,417,208,218,239,187,72,103,84,111,115
undefined,44.0371356470648,26832,28184,10737,6003,4456,3140,2232,1979,1797,1318,1446,1086,912,732,334,327,262,350,316,251,204
undefined,7.7849726799521,52692,9537,7613,5606,4044,3456,2258,1999,1200,1174,945,697,553,231,160,164,165,146,105,73,80
undefined,3.82739639271529,47885,5325,5904,6299,5782,5211,3474,2805,1983,1785,1685,1156,934,752,612,553,282,229,157,44,41
undefined,7.58408421023666,38401,12096,11939,8198,5842,4442,3143,2902,2134,1149,760,461,301,277,217,195,143,122,54,47,75
undefined,4.41298095788272,57123,5867,6161,6207,4888,2847,1671,1452,1496,1084,712,689,665,499,421,350,282,170,145,96,73
undefined,7.31593917459291,34392,8695,8352,8549,6872,5209,3586,3394,2839,2395,1706,1759,1488,1117,839,592,366,302,158,149,139
undefined,3.11350823970983,61917,5152,4977,4644,4503,3487,2874,1523,1020,866,487,432,265,172,145,108,72,108,96,30,20
undefined,3.67185255828982,60392,5590,5414,5124,5009,4014,1640,960,957,986,815,459,249,229,206,190,171,125,155,114,99
undefined,2.52306771146643,61059,4049,4152,3856,3635,3463,3212,2536,1684,1147,894,802,563,421,334,310,248,200,172,106,55
undefined,4.02825707316938,42804,7444,7716,7591,6100,4535,2661,2597,2206,1886,1500,1452,1167,1264,688,435,302,274,230,26,20
undefined,2.43472715951595,63487,4250,3682,3794,3671,3295,2706,2257,1921,1180,482,470,459,212,236,192,96,84,87,139,198
undefined,5.1182724366926,54354,9135,7735,6945,5457,2964,2089,1473,973,667,430,158,130,110,63,35,33,26,47,31,43
undefined,2.52228265852759,81403,2117,1891,1782,1646,1429,1079,800,512,30,25,11,14,20,21,17,23,18,25,17,18
undefined,1.68186946577914,84380,1180,1071,886,883,838,772,709,644,488,474,273,188,45,13,13,7,13,16,4,1
undefined,5.60111378356118,37245,10139,10565,8964,5834,4725,3507,2675,2182,1922,1237,776,720,710,637,495,232,174,79,49,31
undefined,9.06610153831303,33731,12949,14088,9418,6363,4339,3789,2301,1598,1818,851,546,219,158,165,166,90,65,76,82,86
undefined,2.5168939760686,61395,5225,5055,4738,4175,3705,3289,2156,1263,442,321,310,248,181,140,107,40,43,23,26,16
undefined,4.26287352479581,35559,9030,8636,8507,6845,5411,3570,3147,2880,1986,1896,1520,1121,759,499,464,642,316,77,22,11
undefined,3.78675821499904,43660,9601,9152,9123,6649,4655,2706,2066,1525,1059,554,477,376,289,263,211,139,88,88,119,98
undefined,1.79139341685089,80572,1825,1577,1471,1413,1267,1124,1022,864,778,697,260,13,2,1,1,8,1,0,0,2
undefined,2.42866230273818,56484,5435,5515,5013,4845,4053,3573,3086,2273,705,381,365,293,246,175,146,98,79,70,52,11
undefined,1.55641476888219,89124,545,480,396,372,351,324,301,288,325,176,83,71,32,11,5,4,5,0,2,3
undefined,9.0598908180366,31816,16063,14895,8422,6719,4793,3012,2080,1531,999,906,447,277,332,214,79,65,45,69,63,71
undefined,2.71902905621005,74047,3536,3304,2771,2445,2057,1529,1072,519,356,335,335,279,166,114,19,4,4,4,0,2
undefined,5.22169234663399,53422,9258,8815,7708,4658,2717,1845,990,747,521,501,369,337,271,196,201,86,57,61,79,59
undefined,4.43815787535585,45494,8014,7924,7698,6956,4524,3869,2855,1730,1185,876,453,184,190,238,181,178,191,72,44,42
undefined,4.15528586279569,46091,8026,7463,7209,6275,4360,3425,2505,2110,1272,1273,958,573,323,213,193,213,192,96,92,36
undefined,2.44935236101555,69693,4428,3752,3370,3061,2544,1951,1811,930,385,344,259,142,92,48,36,29,5,6,4,8
undefined,0.971495423392949,92316,80,69,57,53,38,34,41,35,38,35,34,20,18,7,6,3,2,4,4,4
undefined,2.24726330494239,77028,2376,2375,2214,1903,1555,1436,1209,701,462,344,314,167,143,119,106,125,109,117,54,41
undefined,5.40251739571797,31123,10544,11416,11337,9979,6278,3856,2188,1440,1534,961,674,511,373,167,164,120,56,75,72,30
undefined,5.52649958823147,45129,10388,9681,8766,6221,3581,2523,1697,1059,1190,888,440,290,242,191,181,107,94,106,48,76
undefined,7.13107509881042,38386,9954,9582,8607,6123,4729,3176,2677,2065,1672,1411,1354,1199,496,366,364,224,179,179,91,64
undefined,2.86639539630783,63177,5383,4995,4975,4232,3571,2882,1582,274,268,289,244,224,162,115,82,94,122,111,99,17
undefined,1.98173226526247,79564,1783,1690,1568,1488,1672,1447,1347,972,633,319,124,51,46,34,31,43,27,23,15,21
undefined,0.999941283130196,91876,58,58,88,72,68,59,68,62,64,66,69,42,45,42,38,46,28,21,20,8
undefined,4.09982609587426,37953,6940,7239,7346,6827,5769,4093,3412,3227,2445,1859,1255,938,799,674,506,469,487,448,127,85
undefined,6.27660695427523,39528,9281,8851,8371,6936,5145,4215,2914,2004,1353,998,823,547,356,279,400,427,226,168,41,35
undefined,3.8767906235062,48742,6191,6316,6120,5765,4335,2549,2592,2084,1870,1586,1475,1125,563,502,421,307,222,39,43,51
undefined,7.29586006947771,47859,13276,12001,8362,4801,2179,1355,1087,785,296,269,214,146,34,26,20,24,38,37,38,51
undefined,10.6876032693672,37646,13251,11331,6973,5481,3789,3518,3598,2268,1342,843,669,485,422,312,257,165,154,113,139,142
undefined,3.80921755670861,61248,6739,6742,6208,4466,3026,1580,831,641,443,201,168,146,76,73,49,46,47,55,63,50
undefined,2.18988068574882,74203,3085,2977,2719,2208,1981,1665,1356,946,591,202,217,216,155,103,95,101,48,19,6,5
undefined,1.47764723366506,79902,1552,1353,1275,1257,1117,1004,929,861,897,717,572,538,451,128,53,58,51,55,61,67
undefined,1.78762163197212,83273,1397,1218,1208,981,997,837,740,540,438,340,294,144,112,136,113,65,26,28,10,1
undefined,1.43924844171222,91353,266,224,214,161,203,143,105,68,33,39,35,12,23,12,1,0,0,2,1,3
undefined,4.65346779932271,35788,11451,11732,10004,8119,5661,4150,2330,1576,1090,397,217,138,55,82,35,39,18,8,4,4
undefined,3.00794458529631,66238,4756,4915,4379,3963,3633,2430,958,449,284,216,156,120,140,33,30,41,42,51,36,28
undefined,20.7611631245278,43159,20942,10076,4839,3569,2724,2230,1547,1125,596,532,347,296,90,103,111,105,135,101,133,138
undefined,2.51674960695488,59782,4224,3999,3593,3373,3370,3240,2795,2351,1417,1383,946,753,443,308,280,299,108,80,95,59
undefined,9.81088281882642,43879,13457,10977,7087,4749,3739,3353,1794,1203,571,453,386,307,266,101,93,89,81,117,111,85
undefined,3.49221101387344,57055,6308,5906,5901,4685,3472,2395,1568,1077,863,742,623,484,334,355,421,278,286,91,45,9
undefined,2.34370018616991,72001,3476,3129,2746,2660,2193,1870,1551,991,643,392,246,236,243,228,104,62,67,29,14,17
undefined,4.6786696344641,69270,6346,5327,4329,3247,1840,1058,609,219,163,81,79,55,51,36,31,30,36,21,29,41
undefined,3.77579988282374,48119,5878,5938,5999,5793,5326,3655,2803,2678,1985,1430,1045,877,478,319,156,118,85,54,80,82
undefined,7.11963572518402,33638,8528,8920,8010,6608,5411,4786,4409,3157,2362,1844,1240,1240,1072,849,462,191,56,37,28,50
undefined,2.89969001484889,60665,4310,4234,3836,3750,3788,3540,2849,1483,1091,951,764,581,402,205,161,118,156,7,4,3
undefined,5.89620420932541,37857,9454,9443,8669,5263,4111,3412,2428,2541,1943,1329,1099,1136,1041,949,746,632,430,190,136,89
undefined,2.16953106940297,72955,2933,3018,2635,2460,2044,1553,1366,1161,846,325,369,298,168,170,196,128,96,99,50,28
undefined,7.84002281561599,44909,11549,11758,8546,4414,3235,2376,1551,1095,926,437,389,404,308,317,231,178,80,99,55,41
undefined,3.06783806113534,51563,5244,4916,4419,4784,4329,3557,2788,2409,2113,1635,1246,1070,902,494,381,330,254,243,108,113
undefined,5.42238796663712,29435,7687,9335,10931,9734,7501,5639,2988,2126,2103,1634,1434,980,542,330,103,122,94,59,60,61
undefined,5.49070919641396,39652,8159,8052,7641,7026,4783,3790,2720,2360,2226,1599,1286,948,776,574,632,243,145,88,85,113
undefined,3.6119768591761,69199,4563,4046,3561,3587,2785,1601,843,794,645,387,256,240,143,79,54,34,21,20,19,21
undefined,2.79329009925686,67549,4139,3752,3823,3522,3363,2767,1638,707,364,136,145,162,163,135,102,117,101,74,69,70
undefined,3.57020320745712,90919,687,495,449,221,97,10,2,0,0,2,2,2,2,1,5,1,0,1,0,2
undefined,1,89787,238,265,239,242,236,198,211,191,166,134,146,148,180,131,135,93,51,49,29,29
undefined,4.32415659463024,40955,8970,8307,8725,8340,5720,3292,2849,1916,1788,762,376,205,146,179,110,118,38,45,17,40
undefined,0.993579856671568,88869,293,262,270,246,287,225,215,192,197,202,205,194,210,168,144,162,144,171,139,103
undefined,2.51697917795682,62105,4785,4551,4447,3868,3693,2927,2250,1538,682,656,499,255,193,105,83,62,64,63,40,32
undefined,0.970743237111603,92641,27,34,29,32,25,18,15,10,10,5,10,8,11,5,5,4,4,2,0,3
undefined,4.31391128361831,37707,9892,9793,9479,8049,5739,3283,2545,1842,1172,793,695,524,444,293,253,152,101,49,51,42
undefined,1.93883948680964,86050,1351,1181,868,734,795,722,458,385,222,113,9,0,0,0,2,0,1,0,0,7
undefined,2.33891093748082,56584,6230,5924,5219,4764,4309,3269,2548,1445,739,528,345,318,226,169,101,104,54,12,6,4
undefined,6.99393852963391,72500,8098,5642,3293,907,578,432,288,319,254,155,110,67,57,34,38,31,31,27,28,9
undefined,15.0928537979289,59322,24120,6636,2277,179,75,74,67,72,16,8,5,3,1,3,3,1,4,4,19,9
undefined,1.72461990652898,82564,1489,1503,1281,1243,1113,1004,768,598,534,371,194,109,76,8,8,10,5,7,9,4
undefined,2.39497437976022,86941,1148,1030,884,843,689,470,359,245,164,66,9,14,9,4,7,6,3,5,0,2
undefined,3.30551037160125,56137,7849,6883,6088,5296,4009,2157,1290,963,819,523,325,201,142,143,28,29,10,1,1,4
undefined,2.53849197633921,73846,3659,3520,2997,2572,2173,1914,1166,556,112,99,91,56,61,27,28,13,1,2,3,2
undefined,4.19345793296,38154,8206,8246,7788,7205,5027,3753,3057,2744,2061,1486,996,1117,1139,560,303,300,366,124,157,109
undefined,3.78833013605033,56356,7962,7371,6576,6311,3582,1462,1164,589,432,307,300,189,80,46,37,24,26,44,28,12
undefined,5.49598237328494,53240,11530,10217,8001,3709,1920,1535,1268,532,278,153,158,128,90,74,13,9,16,14,12,1
undefined,1.47486587863599,82514,1109,1000,1001,1026,973,867,710,682,551,576,448,322,286,240,102,101,88,155,69,78
undefined,5.39925704859807,45929,10315,10305,7997,5036,3326,2846,2244,1290,1010,866,599,292,218,122,150,116,91,52,47,47
undefined,3.34466748851492,84878,2060,1588,1195,891,657,380,226,194,192,194,118,75,68,29,24,27,28,27,25,22
undefined,5.59851584140319,70498,6391,5511,4090,2228,1308,901,658,426,205,149,80,91,71,34,46,66,64,43,12,26
undefined,13.0992613764749,33056,14705,10987,6849,4890,4375,3177,3239,3139,2440,1968,1085,785,643,580,326,115,121,155,176,87
undefined,8.61965443949368,27225,13970,16380,12471,8964,6191,3493,1520,1025,593,218,261,69,61,65,46,53,65,77,68,83
undefined,2.51309372734083,74392,3228,2940,2776,2621,2381,1775,1280,971,289,79,65,43,2,5,9,5,10,7,10,10
undefined,2.16994472129619,62097,3516,3667,3492,3569,3382,2900,2657,2322,1654,1044,700,540,452,327,223,109,94,86,49,18
undefined,1.91831498838575,82883,1675,1471,1408,1296,1139,901,702,552,421,278,65,28,33,24,11,7,1,1,1,1
undefined,2.84964813307926,66836,5236,4418,3837,3700,2548,1947,1240,839,668,394,259,252,163,151,121,107,129,33,15,5
undefined,2.98591212752493,57806,4425,4726,4443,4227,3960,3011,2382,1588,1251,1041,908,661,604,532,332,221,200,233,171,176
undefined,3.13301528052785,79491,2566,2440,2217,1725,1451,1224,390,242,208,187,193,143,84,68,48,39,32,43,41,66
undefined,2.80319917221954,67188,4657,4332,4102,3596,2865,2517,1660,761,493,437,100,64,30,22,18,16,22,8,7,3
undefined,2.08398983304375,79857,2167,2018,1775,1552,1408,1183,993,709,570,330,99,76,31,36,33,27,11,10,7,6
undefined,6.19144547984452,38108,9938,10375,9840,6219,4446,3496,2654,2301,1466,1280,1138,652,370,247,120,37,29,40,61,81
undefined,2.81920048558903,77294,3262,2656,2558,2463,1945,1426,778,88,87,85,85,76,43,45,2,0,1,3,0,1
undefined,8.30498644558167,45722,14372,12247,6566,4329,2646,1909,1438,1225,727,403,412,134,112,145,177,110,86,54,34,50
undefined,1.69745073741272,86510,881,735,749,671,651,525,517,442,392,354,256,71,15,23,31,27,22,18,4,4
undefined,2.06727543168858,81321,1631,1541,1465,1450,1213,907,824,737,514,349,254,78,108,103,93,60,61,95,56,38
undefined,0.988273727270249,90068,235,237,212,202,194,193,185,187,196,165,125,148,106,103,87,80,65,63,36,11
undefined,2.10918522660869,60637,3874,3835,3515,3527,3582,3354,2796,2053,1563,967,731,891,565,412,225,206,80,45,25,15
undefined,7.88533617581325,36261,10751,9183,8939,7138,5199,4170,2881,2375,1713,1137,1060,782,470,270,145,119,105,63,96,41
undefined,4.17885304950425,60382,6250,5641,5402,4555,3679,2047,1740,1019,881,353,278,127,105,75,48,64,57,80,89,26
undefined,4.00326185037903,41292,8531,8625,7840,6095,4964,3632,2908,2422,2125,1356,996,582,311,318,429,292,52,52,45,31
undefined,7.32280276260547,78479,5187,3384,1792,1164,993,749,363,177,144,117,69,72,49,26,23,19,20,20,20,31
undefined,2.69651110746364,74719,3974,3405,2996,2628,1796,1432,959,360,218,135,93,81,52,29,10,2,3,1,1,4
undefined,2.89037094648677,67880,3394,3131,3062,2995,2516,2156,1531,1030,1023,864,726,649,533,473,237,210,233,146,65,44
undefined,2.71632209833276,77286,3345,2871,2261,2053,1542,1213,838,346,323,222,168,115,92,78,54,25,30,8,12,16
undefined,2.74411281660214,45390,5769,5926,5964,5799,5060,4653,3965,2491,2007,1834,1144,1075,833,285,154,146,66,77,123,137
undefined,6.02346574039125,50405,9743,9844,8879,5529,3237,2247,1279,827,199,135,131,53,59,53,62,80,42,33,35,26
undefined,3.28441264361466,54272,6335,6206,5846,4640,3644,3006,1931,1512,1377,1091,692,683,354,283,191,227,160,170,171,107
undefined,3.47772498685467,52537,6216,5743,5639,5094,4348,3387,2578,1851,1493,1291,693,439,341,241,242,245,213,180,70,57
undefined,7.25800072291639,35710,12301,12904,10839,6568,5138,2518,1531,1271,1451,1126,435,140,155,224,158,94,87,92,70,86
undefined,2.67643891948131,62163,4639,4265,3849,3784,3281,3076,2250,1172,757,648,679,523,540,307,302,249,275,52,57,30
undefined,5.00737933224854,48820,9801,8528,7255,5367,3788,3553,1991,1197,824,634,349,204,155,108,95,66,52,58,24,29
undefined,3.36915320928666,57615,6546,6547,6030,5605,3982,2424,1236,879,679,514,332,148,75,40,33,31,40,43,40,59
